"time","file","row","column","references","code"
"13","InsuranceSectionDataSourceTests.swift","64","7","25","instance method testFetchDataSourceWithOpenedSection()"
"13","Converter.ScreenItemsStrategy.swift","140","7","25","instance method makeReverseItem()"
"13","InsuranceEndpointTest.swift","20","16","25","instance method setUp()"
"13","FormItemProviderFactoryTests.swift","16","16","25","instance method setUp()"
"13","Widget.WideView.swift","149","71","25","(closure)"
"13","ContractStatusItem.swift","33","2","25","initializer init(title:subtitle:buttonTitle:actionBlock:)"
"13","StoreDeeplinkByProductCodeResolverTests.swift","33","7","25","instance method testDeeplinkByCodeWithFail()"
"13","SelectSheetViewController.swift","44","3","25","getter items"
"13","InsuranceDataSourceService.swift","73","7","25","instance method setLoadingState()"
"13","RateHeaderView.swift","22","32","25","(closure)"
"13","WelfareSearchWidgetService.swift","31","2","25","initializer init(fieldId:view:)"
"13","CurrenciesAndMetalsModule.swift","266","14","25","instance method endpointClass(forTransitionKey:)"
"13","IMADBObjectsManagerTests.swift","155","15","19","instance method makePtrCurrencySpyAndMOSpy()"
"13","CardDataSwipeableFormItemHelperTests.swift","47","7","1","instance method testcreateRightConfigurationWithActiveCard()"
"13","RefillCardTest.swift","17","7","12","instance method test()"
"13","ReverseOutHistoryItem.swift","18","23","4","instance method createModel(from:)"
"13","ProductsHeaderUpdateStrategy.swift","25","14","2","instance method addWidgets(_:addedIndexes:)"
"13","PDFViewController.swift","92","21","8","instance method tapOnShareButton()"
"13","RatesFormViewController.swift","113","23","24","instance method viewWillAppear(_:)"
"13","ContractInfoBuilder.swift","66","15","24","instance method configureLastDivider(items:)"
"13","INVMOProduct+MainScreen.swift","49","55","24","(closure)"
"13","NszhSearchableFeatures.swift","30","14","24","initializer init(router:)"
"13","RiskProfileMonthsAmountsAdapter.swift","29","22","24","(closure)"
"13","HistoryStatementStatusPresenter.swift","74","7","24","instance method onCallTapped()"
"13","SaleInsuranceEndpointTests.swift","68","7","24","instance method testAvaliableFalse()"
"13","WorkflowStarter.swift","94","7","24","instance method startWorkflowForRiskProfileChat(in:internalSource:)"
"13","RatesFormViewController.swift","72","15","24","initializer init(type:gate:abTestConfig:)"
"13","WorkflowProviderCreator.swift","17","7","24","instance method provider(for:)"
"13","ProductDetailsPresenter.swift","57","7","24","instance method receiveActionTap(action:actionType:product:)"
"13","DocumentProvider.swift","165","7","24","instance method documentPicker(_:didPickDocumentsAt:)"
"13","RatesFormViewController.swift","175","15","24","instance method setupTargetActions()"
"13","HistoryStatementsItemsProvider.swift","97","15","24","instance method resolveDetailedIcon(for:)"
"13","SubscriptionSaveConverterTest.swift","29","7","10","instance method testConverterWithResponse()"
"13","InternalPaymentUseCaseTests.swift","160","7","4","instance method testRespondsTrue()"
"13","SOWatchLoader.swift","222","7","12","instance method shouldAuthOnPhone()"
"13","PreferencesWf2DataSourceTests.swift","49","7","7","instance method testIconSettings1()"
"13","CharacterSet+Characters.swift","26","7","1","instance method codePoints()"
"13","KPPBaseCardCell.swift","74","11","23","initializer init(coder:)"
"13","AvailabilityFacade.swift","53","42","11","getter isSberIdPaymentAndDataEnabled"
"13","SecurityCodeRequestFactory.swift","119","7","11","instance method buildRequest(endpoint:)"
"13","SBAnalyticsWrapper.swift","14","7","11","instance method sendEvent(event:parameters:)"
"13","SecurityCodeBlockViewController.swift","48","23","11","instance method loadView()"
"13","ApplePayStatusSource.swift","42","29","8","(closure)"
"13","StateButtonWidgetServiceTests.swift","47","10","4","instance method testSerivceShouldComposeValidEventWithParams()"
"13","ChainLauncherTests.swift","60","7","4","instance method testStartChainWithResultChainError()"
"13","LoanAmountWithInsuranceStrategy.swift","72","23","16","(closure)"
"13","MonthlyPaymentCalculatorWorkerTests.swift","106","7","13","instance method testNoAmount()"
"13","LauncherParametersManagerTests.swift","113","31","13","(closure)"
"13","XCTTests+AssertFunctions.swift","534","6","1","global function RXCTAssertEqual(_:_:file:line:)"
"13","BlockingCardFormDataSourceTests.swift","380","14","1","static method crd_testInitialData(from:)"
"13","CurrenciesAndMetalsModuleTests.swift","403","7","20","instance method testAnalyticParamsForSortingCurrencyRates()"
"13","RatesCurrencyContentStrategyTests.swift","291","7","20","instance method expectedHelperCallsWhenSectionTransferDisabled(snapshot:extendedListEnabled:)"
"13","WidgetWideViewMapperTest.swift","103","7","20","instance method checkTrendImage(section:operation:)"
"13","LoanMainProcessUriTransitionManagerTests.swift","67","7","14","instance method testUriTransitionWithoutHttps()"
"13","AccountStatementsPage.swift","34","14","18","instance method tapDepositReferences()"
"13","NSZUseCaseTests.swift","82","7","21","instance method testWorkerDidStop()"
"13","AvailabilityHelper+FundTests.swift","48","15","21","instance method check(feature:toggleValue:launcherValue:expectation:)"
"13","CheckboxListService.swift","140","7","8","instance method reloadSelectedFormItems()"
"13","RecommendedOperation.swift","65","9","22","initializer init(id:documentId:repeatable:lastPaymentDate:paymentCount:customName:recommendType:subscriptionSupported:autoPaymentSupported:debtSupported:subscriptionInfo:requisites:regularPayments:provider:)"
"13","SBAnalitycsAdapter.swift","24","14","22","instance method send(event:with:)"
"13","RecommendationsService.swift","108","63","22","(closure)"
"13","ExecutionSequence.swift","91","42","22","(closure)"
"13","SecurityCodeAnalyticsService.swift","90","24","11","getter eventName"
"13","KnifeSwitchDecoder.swift","78","14","11","instance method isEnabled(_:)"
"13","SecurityCodeOnboardingFormItemsProviderTests.swift","52","7","9","instance method assertTextItem(item:value:)"
"13","BindingOnboardingPresenterTests.swift","60","7","9","instance method testContinueProcessAfterBindedToOtherCardNoCardId()"
"13","LauncherModuleMock.swift","25","14","9","static method launcherJSON(featuresDictionary:moduleName:)"
"13","Analytics.swift","44","7","15","instance method log(eventName:)"
"12","Auxiliary.swift","16","6","25","global function zip(_:_:)"
"12","CatalogProductListFormItemsProviderTests.swift","15","16","25","instance method setUp()"
"12","CurrenciesAndMetalsModule.swift","131","14","25","instance method currenciesAndMetallsSectionTitle()"
"12","WelfareAttachDocumentsFormItemTests.swift","68","7","25","instance method testDefault()"
"12","CreateAutopaymentStepRequestTests.swift","14","7","10","instance method testCreateInitialize()"
"12","ImageService.swift","84","15","10","instance method returnImageInMainThread(_:)"
"12","InsuranceRouterTests.swift","43","16","25","instance method tearDown()"
"12","MagicHistoryMock.swift","94","7","25","instance method operationClass()"
"12","WelfareHistorySelectWidgetServiceTests.swift","66","16","25","instance method tearDown()"
"12","WelfareAttachDocumentsPresenter.swift","44","2","25","initializer init(viewModel:router:interactor:itemsProvider:alertProvider:documentProvider:)"
"12","WelfareHistorySelectWidgetService.swift","227","14","25","instance method applyStrategyAndReloadScreen(_:)"
"12","InsuranceSectionDataSourceTests.swift","84","7","25","instance method testFetchDataSourceWithClosedSection()"
"12","ApplePayInfoSourceTests.swift","36","7","5","instance method testNotSupported()"
"12","UIImage+Stub.swift","18","14","8","static method makeStub(with:size:)"
"12","ViewControllersFactory.swift","82","7","8","instance method paySystemsCurrencyView(paySystemsInfo:selection:selectionDelegate:)"
"12","HistoryFormItem.swift","80","3","8","initializer init(status:)"
"12","DevicesSourceTests.swift","18","16","6","instance method setUp()"
"12","MainScreenBannerCardsProvider.swift","23","24","3","getter cardsLoaded"
"12","XMLNodeMapper.swift","106","14","12","instance method compactMapValue(for:conversion:)"
"12","EribEngineNetworkService.swift","34","7","12","instance method run(configuration:converter:responseHandler:)"
"12","ContractHeaderBuilder.swift","41","7","24","instance method buildTitle(mainTitle:contractTitle:)"
"12","InsuranceRouter.swift","101","7","24","instance method openContractDetails(adapter:)"
"12","INVMOProduct+MainScreen.swift","22","20","24","instance method formItemHeight(forWidth:context:)"
"12","Rates.ViewController.swift","144","7","24","instance method setupTargetActions()"
"12","ContractNoteEndpointTests.swift","50","7","24","instance method testloadContractNote()"
"12","FormViewController.swift","42","11","24","initializer init(coder:)"
"12","RiskProfileNotificationSender.swift","25","7","24","instance method post(name:object:)"
"12","Converter.Container.ViewController.swift","182","13","24","instance method segmentedControlValueChanged()"
"12","WelfareRangeWidgetFabricTests.swift","37","7","24","instance method testWidgetType()"
"12","RestScreen+Widget+Type.swift","86","2","24","initializer init(from:)"
"12","LauncherDecoder+Options.swift","70","47","24","getter contractsServiceOperationsCmsID"
"12","LauncherDecoderTests.swift","49","7","7","instance method testIsSimOrderDisabled()"
"12","OperationsServiceTests.swift","58","7","7","instance method testThatReceiveAddCardResponseFailedCallRequestAddCardFailed()"
"12","ReverseDetailViewController.swift","44","23","4","instance method viewDidLoad()"
"12","SecurityCodeParamsBuilder.swift","125","7","11","instance method createAuthenticatorPinSrpSecond(ouid:signature:encodedPin:)"
"12","Module.swift","20","36","9","(closure)"
"12","CacheMock.swift","17","7","3","instance method saveImage(data:path:)"
"12","ServiceInfoMapper.swift","37","7","9","instance method mapSubscriptionsFrom(data:)"
"12","GoalSubcategoryCollectionCell.swift","83","7","18","instance method setFormItem(_:context:)"
"12","KPPCombinedCardBuilder.swift","397","7","23","instance method getItemsForParitetStagePayDoneMultipleExtraItems(for:)"
"12","GoalDetailsViewController.swift","61","16","18","instance method viewDidLoad()"
"12","BannerCollectionCell.swift","27","11","8","initializer init(frame:)"
"12","BaseController.swift","36","16","12","instance method willActivate()"
"12","LauncherDecoderTests.swift","155","7","7","instance method testTelecomEsimOrderEnabled()"
"12","KPPScreenRouterTests.swift","54","7","21","instance method testKPPCombinedViewControllerPushIfNoDataAndController()"
"12","EsimAddPlanResultAlertFactoryTests.swift","15","7","7","instance method testMakeSimpleAlert()"
"12","CardSceneViewCoordinateConverterTests.swift","20","16","1","instance method setUp()"
"12","InternalPaymentUseCaseTests.swift","218","7","4","instance method testRequestFormItems()"
"12","EarlyRepaymentPage.swift","78","14","19","instance method tapCardFieldWithLastDigits(_:)"
"12","FeatureToggleFacadeTests.swift","14","16","13","instance method setUp()"
"12","ResourceSelectionItem.swift","42","37","22","getter resourceTypeIdentifier"
"12","ProductDetailsPresenterTests.swift","78","7","22","instance method makeHeaderCard(for:)"
"12","SecurityCodePinPadViewController.swift","108","40","11","(closure)"
"12","SecurityCodeRepository.swift","241","59","11","(closure)"
"12","SecurityCodeSettingsViewController.swift","236","7","11","instance method restoreViewState(userModel:)"
"12","SecurityCodeParamsBuilder.swift","185","7","11","instance method getOperationSecurityCodeSecond(ouid:srpM:)"
"12","VideoConsaltationFlow.swift","61","61","4","(closure)"
"12","FeatureAvailabilityFacade.swift","61","14","8","instance method get(_:)"
"12","ImageService.swift","49","2","10","initializer init(urlString:defaultImage:)"
"12","KnifeSwitchTests.swift","22","7","5","instance method testCommonEnabled()"
"12","BaseSOXMLFieldConverterTests.swift","71","7","4","instance method testThatMetadataInitsCorrectlyFromSOXMLField()"
"12","HistoryStatementsInteractorTests.swift","62","7","25","instance method testSendAnalytics()"
"12","SelectSheetViewController.swift","219","7","25","instance method formView(_:didSelectItem:)"
"12","WelfareAttachDocumentsRouter.swift","69","7","25","instance method showBottomSheet(items:)"
"12","InsuranceReference.swift","140","14","25","instance method productIsKind(of:)"
"12","Converter.ViewController.swift","55","17","25","instance method loadView()"
"12","WelfareQuantityServiceTests.swift","63","16","25","instance method tearDown()"
"12","Rates.Container.Presenter.swift","103","7","25","instance method exchangeButtonTapped(screenType:)"
"12","ContractInfoBuilderTests.swift","16","16","25","instance method setUp()"
"12","CurrencyWrapper.swift","97","20","25","getter isMetal"
"12","HistoryStatementsView.swift","89","7","25","instance method showMessage(with:)"
"12","WelfareKladrStyleTests.swift","27","16","25","instance method tearDown()"
"12","Rates.CurrencyContentStrategy.swift","133","43","25","getter allowedToShowOpenDepositBanner"
"12","NetworkService.swift","91","12","25","(closure)"
"12","Rates.Cells.CurrencyRateCell.swift","118","9","25","(closure)"
"12","LauncherDecoderTests.swift","225","7","7","instance method testTelecomWorkflowSwiftDisabled()"
"12","CDInputAddressViewController+TextProcessor.swift","29","8","1","instance method fieldItem(_:shouldChangeTextIn:replacementText:)"
"12","WorkingTimeCell.swift","22","50","5","(closure)"
"12","FeaturesAvailabilityFacade.swift","83","34","17","getter isLoanDeeplinkEnabled"
"12","ApplePayViewController.swift","153","7","9","instance method openWatchApp()"
"12","SOMOCard+CardProtocol.swift","165","24","8","getter fullName"
"12","GoalStatusViewController.swift","73","16","18","instance method viewDidLoad()"
"12","ContractCoverageInfoBuilderTests.swift","16","16","24","instance method setUp()"
"12","ProductDetailsPresenter.swift","88","7","24","instance method receivedShowBottomSheet(product:)"
"12","ContractNotesViewController.swift","17","16","24","instance method viewDidLoad()"
"12","ContractListFormItemsProvider.swift","156","7","24","instance method obtainLoaderItem(message:)"
"12","SearchableFeaturesProvider.swift","31","30","24","getter items"
"12","WelfareChipsGroupWidgetFactoryV1.swift","44","21","24","static method service(with:references:)"
"12","SimpleProductCard+ViewController.swift","34","62","24","(closure)"
"12","WelfareKladrService.swift","64","7","24","instance method applyStrategyAndReloadScreen(_:)"
"12","WelfareAttachDocumentsWidgetPresenterTests.swift","153","7","24","instance method testProviderIncorrectDataError()"
"12","WelfareAttachHeaderFormCell.swift","59","42","24","(closure)"
"12","AvailabilityHelper+NSZ.swift","95","39","24","getter payoutWorkflowURL"
"12","WorkflowCoordinator.swift","90","7","24","instance method loadHistoryOperationStatusScreen(in:parameters:)"
"12","XCUIElementQuery+Predicates.swift","24","7","18","instance method elementContainingElementWithLabelByRegex(regex:)"
"12","PhoneManagmentCardsCell.swift","41","15","3","instance method setupConstraints()"
"12","FeatureParrameter+Launcher.swift","16","38","11","getter launcherModule"
"12","RecommendationsServiceTest.swift","112","7","10","instance method testRemoveProviderFromCasheByRecommendedId()"
"12","RecommendationsServiceTest.swift","155","7","10","instance method testRemoveFromCasheByCodeRecipientSBOL()"
"12","ConverterCurrencyConcretizerTests.swift","34","19","20","instance method tearDown()"
"12","RatesListDoResponseDecodingTests.swift","82","7","20","instance method checkDecodingMinSet(status:)"
"12","WelfareTappableTextCell.swift","16","37","23","(closure)"
"12","AvailabilityHelper+IISTests.swift","66","15","21","instance method check(feature:toggleValue:launcherValue:expectation:)"
"12","LauncherDecoderTests.swift","253","7","7","instance method testTelecomEsimPaymentDisabled()"
"12","EribEngineNetworkServiceTests.swift","109","7","4","instance method testRunRequestAfterChain()"
"12","XCTTests+AssertFunctions.swift","108","6","1","global function RXCTAssertEqual(_:_:file:line:)"
"12","EribEngineNetworkServiceTests.swift","79","7","4","instance method testMappingError()"
"12","LauncherDecoderTests.swift","279","7","7","instance method testTelecomYouHaveConnectedDisabled()"
"12","RecommendationsConverter.swift","43","19","22","(closure)"
"12","ExecutionSequence.swift","71","42","22","(closure)"
"12","InvestmentsReferenceTests.swift","41","7","22","instance method testIsInvestmentsPensionItemFail()"
"12","ModuleTests.swift","25","7","5","instance method testIsTokensManagementEnabled()"
"12","SecurityCodeRequestConfiguration.swift","87","14","11","global function logMessage(message:)"
"12","SecurityCodeParamsBuilder.swift","137","7","11","instance method checkAuthenticator(ouid:encodedPin:)"
"12","SecurityCodeParamsBuilder.swift","148","7","11","instance method updateAuthentificatorFirst(token:)"
"12","SecurityCodeParamsBuilder.swift","159","7","11","instance method updateAuthentificatorSecond(ouid:signature:encodedPin:)"
"12","BindingSummaryController.swift","216","41","11","(closure)"
"12","ChainLauncher.swift","59","44","11","(closure)"
"12","BlockingCardFormDataSourceTests.swift","63","7","1","instance method testInitialFormItemsEmptyReason()"
"12","KnifeSwitchDepositLimitsList.swift","46","59","18","(closure)"
"12","DataBaseService.swift","73","51","9","getter readContext"
"12","GoalDetailsRouter.swift","161","7","18","instance method withdraw(_:)"
"12","FakeReverseService.swift","39","7","3","instance method loadPaymentDetail(operationId:completion:)"
"12","LauncherDecoderTests.swift","267","7","7","instance method testTelecomYouHaveConnectedEnabled()"
"12","CardProtectionInteractorTests.swift","46","7","25","instance method testFetchContractList()"
"12","WelfareKladrFlat.swift","22","2","25","initializer init(dictionary:)"
"12","Widget.ViewModel.swift","108","7","25","instance method makeCurrenciesInfo(for:)"
"12","RatesUseCase.swift","59","2","25","initializer init(ratesRemoteRepo:ratesDataSource:)"
"12","ContractNotesRouterTests.swift","42","7","25","instance method testShowCallView()"
"12","WelfareAttachItemsProviderTests.swift","41","7","25","instance method testAddDocumentItems()"
"12","InsuranceSectionInteractorTests.swift","38","7","25","instance method testFetchContractList()"
"12","WelfareHistorySelectWidgetService.swift","73","44","25","getter fieldValuesDictionary"
"12","CircleButton.swift","105","7","25","instance method makeConstraints(for:)"
"12","WelfareChipsSelectWidgetService.swift","88","7","25","instance method getValue(_:)"
"12","InsuranceSectionDataSourceTests.swift","33","16","25","instance method tearDown()"
"12","AfterSalesCardProtectionHistoryViewModel.swift","44","31","24","getter accessoryImage"
"12","Converter.Container.ViewController.swift","50","3","24","initializer init(presenter:currenciesConverterViewController:metalsConverterViewController:stringsFactory:)"
"12","DecodableDefault.swift","36","7","24","instance method encode(to:)"
"12","InvestmentsReference+ModuleProtocols.swift","65","14","24","instance method platformWidgetsFabricMap()"
"12","InvestmentsReference.swift","130","23","24","instance method moduleAuthorizationStateDidChange(_:)"
"12","ISZFundBuilder.swift","99","15","24","instance method getInfoSection()"
"12","LauncherDecoder+Options.swift","44","39","24","getter cardSettingsContractTag"
"12","HistoryStatementStatusRouter.swift","40","7","24","instance method callToBank(number:)"
"12","HistoryStatementsPresenterTests.swift","34","16","24","instance method tearDown()"
"12","Rates.Container.ViewController.swift","263","2","24","initializer init(selectedSegmentIndex:)"
"12","RecommendationModelTest.swift","75","7","10","instance method testModelForPayment()"
"12","RatesPresenterTests.swift","103","7","20","instance method testShowItemsWhenViewDidLoad()"
"12","CurrencyWrapperTests.swift","78","7","20","instance method check(metal:)"
"12","SecurityCodeDeeplinkEndpoint.swift","24","14","11","instance method performTransition()"
"12","SecurityCodePinPadViewController.swift","66","50","11","(closure)"
"12","BindingBannerView.swift","35","11","11","initializer init(frame:)"
"12","BindingSummaryBottomSheetController.swift","29","16","11","instance method loadView()"
"12","MulticurrencyModelControllerProtocol.swift","21","7","1","instance method isFraudMon(error:)"
"12","IMADBObjectsManagerTests.swift","142","15","19","instance method makeArgCurrencySpyAndMOSpy()"
"12","HideCardSuccessPage.swift","15","14","19","instance method checkTextsOnScreen()"
"12","RatesContainerPresenterTests.swift","115","7","19","instance method checkIsHiddenForExchangeButton(screenType:sectionTransferAndPaymentEnabled:expectedResult:)"
"12","SimpleProductCard+ViewModelTests.swift","31","34","21","getter responseJSON"
"12","BundleIPPCardEndpointTests.swift","46","7","21","instance method testIsAvailable_helperYes_returnYes()"
"12","IISTMAutopayEndpointTests.swift","30","7","21","instance method testIsAvailable_helperNo_returnNo()"
"12","RiskProfileMonthsAmountsWorkerTests.swift","117","7","21","instance method testThatFailedExpensesResultInFailure()"
"12","AvailabilityHelper+BundleTests.swift","66","15","21","instance method check(feature:toggleValue:launcherValue:expectation:)"
"12","ISZTestHelpers.swift","69","7","21","instance method investmentsProvider()"
"12","BindingOnboardingItemsProviderTests.swift","18","16","9","instance method setUp()"
"12","MonthlyPaymentCalculatorWorkerMock.swift","40","7","13","instance method setInput(withType:value:)"
"12","KPPCombinedCardBuilder.swift","372","7","23","instance method getItemsForParitetStagePayMultiple(for:)"
"12","ReverseDetailSliderCell.swift","65","38","4","(closure)"
"12","ReissueHoldernameValidatorTests.swift","75","10","1","instance method testValidationResults()"
"12","ConsentsAndSubscriptionsViewController.swift","81","16","10","instance method viewDidLoad()"
"12","ServiceDetailsRouter.swift","54","7","10","instance method pop(shouldUpdateServiceList:animated:)"
"12","GoalSubcategoryCell.swift","70","48","18","(closure)"
"12","GradientView.swift","18","45","18","getter gradientLayer"
"12","GoalCategoryViewController.swift","76","2","18","initializer init(widgetsMap:)"
"12","NewCardViewController.swift","167","7","11","instance method showAlert(withText:)"
"12","WorkflowStarter.swift","53","7","18","instance method start(in:model:)"
"12","ContactlessPaymentViewController.swift","104","23","9","instance method viewDidLoad()"
"12","GoalCategoryWorkflowService.swift","133","7","18","instance method generateStandardItems(widget:)"
"12","RecommendationsConverter.swift","27","14","22","instance method convert(list:)"
"12","Repository.swift","54","77","22","(closure)"
"12","SOMOPayToken+PayTokenProtocol.swift","105","27","8","getter referenceID"
"12","DocumentXmlNodeConverterTests.swift","38","9","4","initializer init(map:)"
"12","LauncherDecoderTests.swift","88","7","7","instance method testIsSimOrderPageAdsV2Enabled()"
"12","ChooseDebitCardOfficeOnboarding.swift","37","14","7","initializer init()"
"12","StaticConfigDecoder.swift","52","7","4","instance method checkAvailability(of:)"
"12","AuthenticationParamsBuilderTests.swift","70","7","9","instance method checkIdentifier(_:type:value:)"
"12","HistoryListActionBarController.swift","61","7","3","instance method scrollToSection(at:completion:)"
"12","WidgetDataProviderTests.swift","43","16","19","instance method tearDown()"
"12","LoyaltyNetwork.swift","15","21","19","static method mockLoyalty()"
"12","ConverterMetalsConcretizerTests.swift","124","26","19","(closure)"
"12","CurrencyConverterTests.swift","244","11","19","(closure)"
"12","WelfareChipViewModelTests.swift","66","7","21","instance method testSelected_styleSelected_V2()"
"12","INVMOProductMock.swift","306","9","21","getter currency"
"12","WelfareChipViewModelTests.swift","33","7","21","instance method testValue_AmountV2()"
"12","ContractNoteEndpointTests.swift","33","16","24","instance method tearDown()"
"12","RatesFormViewController.swift","184","21","24","instance method didTapBuyOrSaleButton()"
"12","CatalogProductListInteractorTests.swift","120","56","24","(closure)"
"12","ObjcABTestConfig.swift","49","51","24","getter groupForSortingCurrencyRates"
"12","ContractInteractor.swift","90","7","24","instance method getProductCodeValue(for:)"
"12","RestScreen+BaseModule.swift","60","3","24","initializer init(screensFactory:dataService:)"
"12","WelfareChipsSelectWidgetFabricTests.swift","47","7","24","instance method testWidgetType()"
"12","RiskProfileMonthsAmountsWorker.swift","76","53","24","(closure)"
"12","WelfareFundSelectDataSource.swift","21","18","24","initializer init(fundItems:existingFundsSectionTitle:availableFundsSectionTitle:widgetTitle:)"
"12","WelfareTappableTextFabric.swift","73","27","24","getter icon"
"12","ProductHistoryTableHelper.swift","211","19","12","instance method createRow(_:section:operation:)"
"12","ATMSearchControllerTests.swift","41","7","3","instance method testStartSearchAction()"
"12","TariffCardCell.swift","45","39","7","(closure)"
"12","XMLParser.swift","316","7","15","instance method shortifyCardOperation(_:isPositive:)"
"12","ConversionAlgorithmSelector.swift","36","7","25","instance method performConversion(converter:focusedType:inputCurrency:computedCurrency:inputValue:)"
"12","Rates.Cells.HeaderView.swift","23","33","25","(closure)"
"12","InsuranceSectionAssemblyTests.swift","29","16","25","instance method tearDown()"
"12","ContractInteractorTests.swift","110","7","25","instance method testGetCoverageInfoBuilder()"
"12","Rates.Endpoint.swift","26","12","25","initializer init()"
"12","WelfareSearchView.swift","101","7","25","instance method textFieldShouldReturn(_:)"
"12","ContractBuilderResolverTests.swift","16","16","25","instance method setUp()"
"12","Converter.ViewController.swift","36","3","25","initializer init(presenter:itemModelMapper:stringsFactory:)"
"12","WelfareTotalFormItemTests.swift","60","7","25","instance method testThatFormItemReceiveCellClass()"
"12","WelfareRemainWidgetService.swift","33","2","25","initializer init(item:value:sumFields:strategies:messages:)"
"12","FeaturesAvailabilityFacade.swift","18","2","25","initializer init(featureTogglesFacade:knifeSwitchDecoder:extendedPermissionsFacade:launcherDecoder:)"
"12","Rates.Endpoint.swift","106","14","25","static method canHandle(transitionKey:)"
"12","WorkflowProductTypeProviderTests.swift","15","16","25","instance method setUp()"
"12","ContractPlainFormItem.swift","51","2","25","initializer init(itemTitle:subtitle:accessibilityLabel:icon:iconSettings:type:actionBlock:)"
"12","CurrenciesAndMetalsModule.swift","168","69","25","getter analyticsParametersForOpenDepositBanner"
"12","XCTTests+AssertFunctions.swift","572","6","1","global function RXCTAssertEqual(_:_:file:line:)"
"12","IszDataChain.swift","49","21","23","static method performStartUFS(_:)"
"12","ReverseDetailViewController.swift","185","15","4","instance method createTitle(onView:textStyle:topConstant:)"
"12","InternalPaymentFooterBuilderMock.swift","17","28","4","getter viewModelCalled"
"12","MainReverseItemsBuilder.swift","52","15","4","instance method createItems(paymentTapBlock:)"
"12","FeaturesAvailabilityFacadeSpy.swift","79","7","13","instance method isFeatureAvailable(_:)"
"12","GoalRadioButtonFormCell.swift","47","11","18","initializer init(style:reuseIdentifier:)"
"12","WalletWrapperSource.swift","53","40","9","getter simulatorModeEnabled"
"12","ServiceDetailsHeaderView.swift","56","39","10","(closure)"
"12","SharedKeychainService.swift","112","15","10","instance method deleteValueForKey(_:)"
"12","TelecomFeatureToggleTests.swift","97","7","7","instance method testTelecomYouHaveConnectedEnabled()"
"12","RestScreen+FormItemFactory+Providers+Tests.swift","34","19","22","instance method tearDownWithError()"
"12","ExternalTransitionBottomSheet.swift","89","15","3","instance method configureConstraints()"
"12","EventsAnalyticsSender.swift","41","14","3","instance method sendQrScanActionEvent(from:qrCodeType:)"
"12","VideoCallViewController.swift","112","3","4","didSet observer showUserInThumbnail"
"12","ChooseDebitCardOnboardingOfficeEndpoint.swift","25","14","6","instance method performTransition()"
"12","EsimOrderedServiceTests.swift","33","7","6","instance method moduleTogglesLocator(enabled:)"
"12","LauncherDecoderTests.swift","62","7","7","instance method testIsSimSaleAnalyticsEnabled()"
"12","ChooseDebitCardOfficeOnboarding.swift","69","15","7","instance method setupNavigationBar()"
"12","SecurityCodeButtonProviderTests.swift","17","16","9","instance method setUpWithError()"
"12","StateButtonWidgetService.swift","36","10","9","instance method cellDidTapped()"
"12","WidgetViewModelTests.swift","58","16","20","instance method tearDown()"
"12","RequestManageableWrapperTests.swift","31","7","20","instance method testCallsProtocolMethods()"
"12","XMLNodeMapperTests.swift","253","7","4","instance method testCompactMapValueRawRepresentable()"
"12","SharedKeychainService.swift","64","20","10","instance method getPersonalizedButtonMaskedName()"
"12","WrapperStatusViewController.swift","49","16","8","instance method loadView()"
"12","ContactlessPaymentEndpoint.swift","24","16","8","instance method controller(for:offerChangePin:)"
"12","RatesItemsMakerTests.swift","40","16","19","instance method tearDown()"
"12","ConverterMetalsConcretizerTests.swift","319","14","19","static method default(withID:type:amount:selectedCurrency:)"
"12","RatesItemsMakerTests.swift","74","15","19","instance method makeInputData(from:)"
"12","CatalogRouter.swift","85","7","6","instance method openRequisites()"
"12","VoIPAlertCenter.swift","96","21","4","instance method goToSettingsTapped()"
"12","BaseSOXMLFieldConverter.swift","103","12","11","instance method singleSelectionList(from:)"
"12","ReissueHoldernameValidatorTests.swift","76","21","1","(closure)"
"12","HandoffController.swift","27","16","15","instance method didAppear()"
"12","WelfareKladrStyle.swift","40","7","24","instance method getQueryResultNode()"
"12","LauncherDecoder.swift","22","16","24","instance method decode(_:)"
"12","ContractPresenter.swift","122","7","24","instance method onStatementsHistoryTapped(statementsHistory:)"
"12","RestScreen+DataChain.swift","49","15","24","static method performStartUFS(_:)"
"12","WelfareKladrFabricTests.swift","55","16","24","instance method tearDown()"
"12","KPPCalculatorCell.swift","54","36","24","(closure)"
"12","CatalogProductListRouter.swift","33","2","24","initializer init(with:currentController:analyticService:assemblyFactory:transitionRouter:deeplinkPathResolver:)"
"12","InsuranceRouter.swift","43","7","24","instance method openContractDetailsViewControllerAndSelectContract(contractId:)"
"12","LauncherDecoder.swift","28","7","24","instance method module(_:)"
"12","UFSLauncherDecoder.swift","16","23","24","instance method decode(_:)"
"12","Widget.DataProvider.swift","126","34","24","getter richUiWidgetAvaliable"
"12","LauncherDecoder.swift","35","7","24","instance method option(module:feature:route:)"
"12","CatalogProductListRouter.swift","114","7","24","instance method openSalesProcess(with:)"
"12","CheckAutoPaymentsTest.swift","23","7","12","instance method test()"
"12","HelloViewController.swift","83","42","3","(closure)"
"12","EndpointServiceMock.swift","34","7","25","instance method requestParametres(for:)"
"12","WelfareOptionSwitchWidgetService.swift","62","7","25","instance method getValue(_:)"
"12","InsuranceReferenceTests.swift","104","7","25","instance method testMainSectionEnabledWithContractsViewModule()"
